Date,Company,Open,High,Low,Close,Volume,MA30,MA90
2023-05-05,Reliance,1114.3083172243437,1123.5979821409155,1112.0258380416835,1114.650634765625,8746585,1065.3337707519531,
2023-05-08,Reliance,1118.4165791288924,1133.7777597410543,1115.7461404298203,1128.4139404296875,9153782,1069.452128092448,
2023-05-09,Reliance,1129.8291612797643,1135.2159233997013,1124.4653410768628,1131.90625,6464721,1072.6453287760417,
2023-05-10,Reliance,1136.6766978121202,1141.173192717246,1132.659447469911,1139.6895751953125,10872255,1075.9929728190104,
2023-05-11,Reliance,1140.7622816578707,1145.578272899187,1130.536707274967,1132.2486572265625,10557860,1079.5308227539062,
2023-05-12,Reliance,1127.4553650769165,1135.4897449397138,1121.3839680276494,1134.097412109375,6955341,1083.8074381510417,
2023-05-15,Reliance,1136.631024460071,1143.318592964205,1128.9846046154787,1136.334228515625,6833343,1087.6374491373697,
2023-05-16,Reliance,1138.5024831085086,1141.058816015231,1118.4850597805391,1120.1513671875,8717229,1090.769012451172,1087.5912807888456
2023-05-17,Reliance,1124.3511508366894,1125.2641183192468,1108.830341392445,1113.5322265625,8798967,1093.8823201497396,1086.89842054579
2023-05-18,Reliance,1118.2112689036005,1121.6122266625744,1107.9856952056505,1111.1356201171875,10525531,1095.4496256510415,1086.274543592665
2023-05-19,Reliance,1111.1355938507186,1116.5678769225617,1104.196751489107,1114.7418212890625,8050447,1097.1310506184896,1085.8860127766927
2023-05-22,Reliance,1111.5691808774145,1125.720598669704,1110.3595382742935,1120.6990966796875,7434906,1099.0962646484377,1085.586498345269
2023-05-23,Reliance,1123.2783175836105,1126.6335119735163,1119.0784985578175,1120.49365234375,6092034,1100.817256673177,1085.168803575304
2023-05-24,Reliance,1116.5452176617491,1124.8078096781503,1110.8617801773491,1113.9659423828125,8112254,1102.5732503255208,1084.3747551812066
2023-05-25,Reliance,1111.0672556833676,1117.9603357408223,1102.9187697829475,1113.8289794921875,11487863,1104.1496866861978,1083.773956298828
2023-05-26,Reliance,1122.0687058844728,1145.3500415058625,1118.7591533794464,1144.2088623046875,12626260,1106.5820556640624,1083.6742872450086
2023-05-29,Reliance,1150.8278330032474,1154.9363674405995,1144.5282250956022,1150.645263671875,10010304,1109.0943033854169,1083.9228237575956
2023-05-30,Reliance,1150.645307987406,1158.451475420254,1147.7921790871794,1150.3486328125,11342504,1111.4148274739584,1084.1883511013457
2023-05-31,Reliance,1141.241614387353,1145.7381091276332,1123.4382047768397,1127.5009765625,27107927,1113.3861287434895,1084.3192131890191
2023-06-01,Reliance,1132.180215680503,1134.34858906371,1122.068746948841,1124.46533203125,14592692,1115.0789713541667,1084.2403394911023
2023-06-02,Reliance,1128.003101699598,1133.412563645759,1118.8731857024295,1120.7904052734375,15800644,1116.7398600260417,1084.1414313422308
2023-06-05,Reliance,1126.2684221252366,1133.8234358683376,1122.2739934203582,1130.856201171875,10908682,1118.6913818359376,1084.167805311415
2023-06-06,Reliance,1133.6866395560062,1135.626680467698,1123.8947880782737,1131.81494140625,7493309,1120.537910970052,1084.3539543999566
2023-06-07,Reliance,1135.3071289198083,1141.241598708449,1128.733545665894,1140.3970947265625,10312545,1122.3958536783855,1084.6981031629775
2023-06-08,Reliance,1143.9804362633745,1148.9334747780272,1137.1329993758209,1141.0816650390625,12071109,1124.4888834635417,1085.1226433648003
2023-06-09,Reliance,1144.437171009834,1145.144748058376,1131.1987183736474,1133.001953125,5877018,1126.0851033528645,1085.6268208821614
2023-06-12,Reliance,1130.0574375493186,1136.311403822295,1125.2641468372988,1134.006103515625,6391969,1127.0536376953123,1086.3714172363282
2023-06-13,Reliance,1138.959165682283,1151.946463788879,1134.9647365494957,1150.759521484375,11248016,1128.2679158528647,1087.1885450575087
2023-06-14,Reliance,1150.827933567815,1166.3488637759135,1149.0019986007082,1164.910888671875,13277380,1130.2726969401042,1088.1928392198352
2023-06-15,Reliance,1164.888030487722,1169.7954267696327,1157.4471223513988,1165.23046875,11813494,1131.8635904947917,1089.2714402940535
2023-06-16,Reliance,1168.72265257123,1178.856942021871,1168.72265257123,1176.574462890625,24171579,1133.9277180989584,1090.5417704264323
2023-06-19,Reliance,1179.5873088461865,1179.5873088461865,1160.7111839901809,1164.8880615234375,6798554,1135.1435221354166,1091.671852620443
2023-06-20,Reliance,1162.9480481347905,1170.457299404325,1157.2189687814275,1167.3074951171875,6921096,1136.3235636393229,1092.917833794488
2023-06-21,Reliance,1167.2617442064677,1173.127750027222,1163.1533304634168,1170.59423828125,6961603,1137.3537190755208,1094.228485107422
2023-06-22,Reliance,1166.8053921892115,1174.702723824018,1155.8494202932393,1157.4471435546875,7619166,1138.1936686197917,1095.159482828776
2023-06-23,Reliance,1154.434209748897,1156.4884770186727,1146.7194478373872,1147.974853515625,6628570,1138.65625,1095.9644388834636
2023-06-26,Reliance,1144.437098137329,1148.271658359126,1136.0832218598148,1139.210205078125,12641159,1138.7521158854167,1096.7704094780815
2023-06-27,Reliance,1139.666736088607,1145.578264166708,1135.1474200849475,1139.62109375,9689466,1139.4011067708334,1097.6484056260852
2023-06-28,Reliance,1147.1760589375283,1158.519990797568,1140.2600374666351,1154.708251953125,11354006,1140.7736409505208,1098.4163336859808
2023-06-30,Reliance,1162.423070452648,1167.1021346662303,1156.511421596289,1164.1805419921875,11151555,1142.5418050130208,1099.016374376085
2023-07-03,Reliance,1167.741194264735,1196.9341777415286,1166.5086096788432,1194.0582275390625,12154387,1145.185685221354,1099.9580274793836
2023-07-04,Reliance,1198.3036177471888,1198.3036177471888,1174.6798459927943,1181.755615234375,8061643,1147.2209025065104,1100.7115024142795
2023-07-05,Reliance,1190.9997357239995,1190.9997357239995,1175.8440646341217,1179.8155517578125,10248062,1149.1982991536458,1101.5742804633246
2023-07-06,Reliance,1175.958111582341,1207.1824197013011,1175.958111582341,1204.5804443359375,19117987,1152.2187825520834,1102.612301296658
2023-07-07,Reliance,1202.8687277617782,1216.5407819731026,1199.6731602419495,1202.2296142578125,13375267,1155.1654703776042,1103.904189046224
2023-07-10,Reliance,1227.4738168988026,1258.1047776229054,1221.128565671655,1248.5411376953125,33240016,1158.643212890625,1105.7684712727864
2023-07-11,Reliance,1256.6895309307056,1264.4955779542368,1249.705166712445,1262.076171875,20069348,1162.357576497396,1107.700973171658
2023-07-12,Reliance,1262.806449225115,1279.1034182559108,1260.6837185366455,1263.4683837890625,18733835,1166.1282348632812,1109.7293382432729
2023-07-13,Reliance,1270.8408996155135,1277.733978890264,1249.545369524751,1252.170166015625,14682934,1170.2838745117188,1111.861937798394
2023-07-14,Reliance,1255.365580017741,1260.3414396091937,1243.9988277461352,1251.1202392578125,15124144,1174.505704752604,1113.8745802137587
2023-07-17,Reliance,1253.9963391795925,1285.060901535764,1245.3228457945552,1276.6842041015625,22220040,1179.7021647135416,1116.261806233724
2023-07-18,Reliance,1285.9509768018002,1295.286283587151,1274.995004828538,1287.52587890625,25867313,1184.9244873046875,1118.4684590657553
2023-07-19,Reliance,1291.8854597114334,1303.7543992835303,1276.8210735612868,1297.294921875,39122156,1190.4404866536458,1120.66547648112
2023-07-20,Reliance,1276.014839753512,1301.213635792283,1276.014839753512,1295.723876953125,38717624,1195.618046061198,1122.8011630588107
2023-07-21,Reliance,1290.3576048302098,1293.2755748788927,1248.1205739980844,1255.6134033203125,30249238,1199.435770670573,1124.785871717665
2023-07-24,Reliance,1227.0515368964086,1243.8424839995955,1221.2649818512405,1230.216796875,23727866,1202.6762654622396,1126.6737840440535
2023-07-25,Reliance,1233.4810641733905,1239.0203294862108,1226.556952345633,1229.425537109375,12026020,1205.856913248698,1128.7466613769532
2023-07-26,Reliance,1229.029726310642,1259.6936470475673,1229.029726310642,1249.4063720703125,12911012,1209.1451416015625,1131.084915500217
2023-07-27,Reliance,1253.2889256301971,1255.06933898356,1231.6758304667376,1237.7838134765625,17226898,1211.574239095052,1133.4913377549913
2023-07-28,Reliance,1242.4081558253793,1257.6412248805652,1236.7204929547063,1250.2225341796875,20827852,1214.4073079427085,1136.092523871528
2023-07-31,Reliance,1250.222567835286,1263.1062644351005,1245.3261593927457,1260.8065185546875,8551174,1217.2150431315104,1138.8255106608074
2023-08-01,Reliance,1263.6503718598296,1265.628689467438,1239.0697997346808,1242.9769287109375,9536632,1219.8180053710937,1141.471218532986
2023-08-02,Reliance,1240.998576334311,1242.383422770223,1218.4458286875906,1229.697509765625,12748214,1221.8976725260416,1143.622188313802
2023-08-03,Reliance,1224.23249959185,1236.8936606795558,1215.7010043381908,1224.5291748046875,10168350,1223.6955037434896,1145.6807318793403
2023-08-04,Reliance,1235.8549028515122,1244.3616435147103,1222.4023686926273,1241.171630859375,22885610,1226.4863199869792,1148.070270453559
2023-08-07,Reliance,1246.8345411789287,1250.494380069662,1238.9212715800145,1248.244140625,5982870,1229.8286295572916,1150.7641059027778
2023-08-08,Reliance,1250.2965991690858,1253.486611833248,1236.225840784307,1240.7264404296875,9844072,1233.2125040690105,1153.2006896972655
2023-08-09,Reliance,1238.8472469851745,1250.7912910864598,1227.1009863432985,1248.911865234375,11486586,1236.8555297851562,1155.6752163357205
2023-08-10,Reliance,1248.7882887892447,1261.1775274732204,1240.627728317359,1254.4759521484375,15470598,1240.1811197916666,1158.2790269639756
2023-08-11,Reliance,1252.4975295128647,1265.55449762201,1242.5565564009414,1259.767822265625,22179330,1243.367362467448,1160.4529310438368
2023-08-14,Reliance,1255.737002454242,1277.1523130180672,1248.81289137336,1274.6546630859375,9575812,1246.0539103190104,1162.790215386285
2023-08-16,Reliance,1261.672044700447,1277.3996937112483,1261.672044700447,1273.6160888671875,10203112,1249.1159261067708,1165.1443644205729
2023-08-17,Reliance,1269.6348629683328,1275.0752365265755,1252.695518025622,1255.2425537109375,13673744,1251.6301595052084,1167.2152384440103
2023-08-18,Reliance,1251.9040005908723,1274.8278021449016,1240.6770733077956,1264.54052734375,18639978,1253.628828938802,1169.4736206054688
2023-08-21,Reliance,1260.6443643964944,1268.3374245054663,1248.5836072167706,1250.74267578125,9221746,1255.2459309895833,1171.5203626844618
2023-08-22,Reliance,1249.204008079304,1259.6517042081298,1240.319812990251,1250.44482421875,7713044,1255.3093872070312,1173.5115519205729
2023-08-23,Reliance,1252.8272476636505,1262.0838090060652,1249.228880766707,1251.8345947265625,9517952,1254.9680013020834,1175.4732937282986
2023-08-24,Reliance,1260.6195534341234,1260.6195534341234,1226.4227081001463,1230.7904052734375,14140020,1253.8787353515625,1177.1405992296006
2023-08-25,Reliance,1218.9778633049934,1243.2978613921046,1212.32713678729,1225.1075439453125,22222400,1252.976647949219,1178.8822170681424
2023-08-28,Reliance,1226.9190501118926,1232.8749678308825,1206.6193456890517,1212.8978271484375,12580826,1251.702567545573,1180.429081217448
2023-08-29,Reliance,1217.0173382536789,1217.7121468384466,1195.228533637356,1201.2838134765625,16876644,1249.1892211914062,1181.8770819769966
2023-08-30,Reliance,1207.0659417448908,1212.5255327642965,1198.628391987628,1200.1422119140625,12168946,1246.2764322916669,1183.2974338107638
2023-08-31,Reliance,1202.5989377093504,1203.5915905675504,1191.133748727762,1194.65771484375,21638600,1242.8551920572916,1184.61119656033
2023-09-01,Reliance,1194.4343955405525,1203.9141576589248,1192.0023233270636,1197.4619140625,18112842,1239.5797932942708,1185.864564344618
2023-09-04,Reliance,1197.4619529612137,1202.921543874001,1193.8140262826475,1196.494140625,9347626,1237.609151204427,1187.1779351128473
2023-09-05,Reliance,1201.1100268699734,1208.033756715794,1197.3627378820318,1202.8968505859375,8675876,1236.698486328125,1188.4866183810764
2023-09-06,Reliance,1201.6560920331103,1209.125708635972,1199.745186611218,1205.4281005859375,8200370,1235.8985717773437,1189.6030409071182
2023-09-07,Reliance,1201.9537313347682,1210.1679582595823,1196.6430625915527,1207.06591796875,13652572,1234.4872233072915,1190.633426920573
2023-09-08,Reliance,1211.0365924741222,1218.9778160313297,1202.5742018862825,1215.1064453125,23109288,1233.7313110351563,1191.8594156901042
2023-09-11,Reliance,1216.9924464989117,1229.326207160582,1216.9924464989117,1228.20947265625,13271074,1232.9975423177084,1193.0894802517362
2023-09-12,Reliance,1232.3787090583842,1232.3787090583842,1209.0265228175713,1210.4659423828125,16255666,1231.3195231119792,1194.154094780816
2023-09-13,Reliance,1211.0365644667,1222.278310335504,1204.2120756300535,1216.52099609375,12803338,1230.4376586914063,1195.133062065972
2023-09-14,Reliance,1220.9630582690309,1223.8417758931353,1213.5181615722684,1217.6376953125,9209636,1230.035664876302,1196.0856336805557
2023-09-15,Reliance,1224.9337835939812,1224.9337835939812,1215.7517434819515,1219.8961181640625,25468592,1229.881229654948,1196.9768174913197
2023-09-18,Reliance,1211.061482045193,1216.4962329024152,1207.0908701058952,1209.274658203125,7516300,1228.817997233073,1197.8326619466145
2023-09-20,Reliance,1202.623798606989,1204.8821081322808,1168.8487603007638,1182.323974609375,57081884,1226.6206583658854,1198.368512641059
2023-09-21,Reliance,1178.750555955457,1186.269974873086,1171.3304992731428,1173.712890625,12226182,1224.386873372396,1198.783831108941
2023-09-22,Reliance,1179.2717940052096,1182.47307577697,1166.3673046768697,1168.8240966796875,19176786,1221.7172810872396,1199.3246392144097
2023-09-25,Reliance,1166.5657437194718,1171.6779308453931,1158.9720452955405,1161.6273193359375,14254884,1218.6223266601562,1199.8590291341145
2023-09-26,Reliance,1160.684188171601,1166.4663425671888,1159.220049449067,1162.6446533203125,10087782,1215.3848876953125,1200.4313517252604
2023-09-27,Reliance,1163.1410372849095,1177.1871000752485,1160.6594050312617,1175.7476806640625,11722778,1212.08798828125,1201.109194607205
2023-09-28,Reliance,1182.7459002555731,1182.7459002555731,1153.9589668880435,1158.4755859375,14518346,1208.2499715169272,1201.5289333767362
2023-09-29,Reliance,1162.2973995824232,1175.847137006539,1158.475709840611,1163.8856201171875,12342014,1205.2047403971353,1202.0110663519963
2023-10-03,Reliance,1156.415758225436,1159.220075299941,1149.492028660551,1150.55908203125,8859056,1201.405358886719,1202.417656792535
2023-10-04,Reliance,1146.0178196869251,1150.981084388904,1139.1189302205564,1148.5738525390625,10286386,1197.9997314453126,1202.8037109375
2023-10-05,Reliance,1151.105104982258,1156.14276991832,1146.017758932428,1148.549072265625,10953682,1194.6032063802083,1202.8519354926216
2023-10-06,Reliance,1150.0132553057874,1153.8597853939605,1147.5316229908371,1150.4847412109375,5431026,1191.2248779296874,1202.8501519097222
2023-10-09,Reliance,1145.5711149238573,1147.4818990309532,1139.0691900320726,1140.6822509765625,7576878,1188.2212727864585,1202.7427476671007
2023-10-10,Reliance,1144.8018394410435,1150.435072150941,1143.4121010954177,1145.719970703125,10236032,1185.575020345052,1202.94518093533
2023-10-11,Reliance,1148.722762099973,1166.2182699823193,1148.0031129607796,1163.910400390625,9814118,1183.9421061197916,1203.3834594726563
2023-10-12,Reliance,1163.3148210249558,1171.0078811502246,1160.485663265934,1166.0693359375,12554450,1182.768290201823,1203.886558702257
2023-10-13,Reliance,1161.4040366702477,1170.0897506197043,1156.0188455521982,1166.0198974609375,10150316,1181.630879720052,1204.277266438802
2023-10-16,Reliance,1163.885548402189,1168.6254903286665,1159.418610263332,1163.4140625,5929036,1180.589424641927,1204.6283677842882
2023-10-17,Reliance,1169.3451452373686,1171.18152891328,1162.0491704758838,1168.972900390625,7928180,1179.6397908528645,1204.9458767361111
2023-10-18,Reliance,1168.9729714451066,1174.8048077319042,1151.9737890772074,1153.4627685546875,8918320,1178.205411783854,1205.0834445529513
2023-10-19,Reliance,1147.5068298823098,1152.37085365543,1142.0472385636656,1144.603271484375,12032556,1176.262292480469,1205.2123480902778
2023-10-20,Reliance,1141.5508934053469,1148.846868358942,1139.7145096810816,1141.104248046875,8913312,1174.1181640625,1205.2912163628473
2023-10-23,Reliance,1136.5877075106362,1144.6530132953733,1119.340361294045,1123.2861328125,7853962,1171.3255045572917,1204.9859564887154
2023-10-25,Reliance,1116.7593673158804,1132.219887961399,1113.2602415640138,1120.6802978515625,11620688,1168.1779663085938,1204.4945054796008
2023-10-26,Reliance,1117.230921778067,1120.7052071856403,1101.9937228681183,1105.0709228515625,15222534,1164.073347981771,1203.826066080729
2023-10-27,Reliance,1111.7712909465938,1128.3982276638756,1109.761144511754,1124.5765380859375,11771084,1161.2103678385415,1203.248311360677
2023-10-30,Reliance,1128.6463150337838,1153.958963260135,1126.636168734061,1147.7548828125,16813304,1158.9181640625,1203.0579427083333
2023-10-31,Reliance,1155.448028104718,1155.448028104718,1133.0636557231696,1135.5452880859375,12808438,1156.1817504882813,1202.705029296875
2023-11-01,Reliance,1136.1656826268284,1150.236586425296,1129.2419526519689,1140.2603759765625,10309190,1153.527225748698,1202.3679863823784
2023-11-02,Reliance,1148.4746196953226,1153.6116471680004,1145.4966608528323,1151.57666015625,10562104,1151.6039591471354,1202.3027587890624
2023-11-03,Reliance,1155.0509397455935,1158.897469898072,1149.3680258840427,1151.3284912109375,8850156,1150.5707763671876,1202.3400214301216
2023-11-06,Reliance,1157.5822297180116,1161.4039192346488,1154.256866662586,1160.9075927734375,10647304,1150.1439331054687,1202.581103515625
2023-11-07,Reliance,1158.4507493206686,1160.9572220726066,1151.2540159543112,1153.3634033203125,6960204,1149.6285766601563,1202.733795844184
2023-11-08,Reliance,1157.4332718147846,1161.900209827792,1152.3459257444151,1159.368896484375,7884494,1149.5532958984377,1202.78558078342
2023-11-09,Reliance,1159.344192861405,1159.3689122452763,1143.6353879313751,1146.787109375,14513610,1149.0247111002604,1202.592320421007
2023-11-10,Reliance,1144.3054653415224,1149.6658152095554,1140.5830169850344,1148.946044921875,7734954,1148.1313232421876,1202.0910739474823
2023-11-13,Reliance,1152.9166537769547,1153.7605056745233,1147.3578218124285,1148.7972412109375,3854810,1147.808711751302,1201.7248697916666
2023-11-15,Reliance,1161.4039352802763,1172.2982770196893,1154.9516911953865,1169.5684814453125,12220648,1147.9981404622397,1201.6110134548612
2023-11-16,Reliance,1166.9131951067154,1178.353423134986,1164.8533675821152,1171.6778564453125,13134910,1148.702099609375,1201.245429144965
2023-11-17,Reliance,1167.8064883385834,1177.9067803474445,1167.384683548377,1169.121826171875,7758634,1149.387032063802,1200.8775648328992
2023-11-20,Reliance,1165.647592311094,1170.5363354915237,1159.617152805321,1166.044677734375,4490186,1149.9702189127604,1199.9609375
